369,232,400,268,"k"
294,230,321,267,"T"
210,178,238,204,"n"
402,240,432,268,"e"
430,303,460,336,"n"
289,179,309,205,"r"
260,179,286,205,"o"
312,180,353,206,"m"
406,173,416,208,"i"
326,230,337,268,"i"
340,239,367,268,"c"
462,303,494,336,"s"
420,182,447,207,"o"
415,294,427,335,"i"
386,174,402,207,"t"
456,237,487,268,"s"
355,181,382,208,"a"
449,179,483,210,"n"
329,297,356,335,"T"
241,173,259,204,"f"
380,305,411,336,"a"
196,172,210,205,"I"
356,301,379,335,"r"
433,233,453,268,"t"
513,294,569,347,"7"
504,230,562,278,"7"
496,174,549,217,"7"
