111,104,145,146,"o"
181,321,232,394,"b"
55,103,90,160,"p"
347,102,383,146,"a"
120,198,201,288,"a"
259,320,315,393,"S"
473,337,519,393,"c"
520,337,571,393,"e"
276,197,362,290,"a"
164,103,199,146,"e"
452,321,470,392,"i"
230,103,261,147,"s"
273,103,309,146,"o"
201,198,278,287,"V"
199,104,229,146,"s"
263,90,272,144,"i"
318,337,371,395,"e"
572,336,617,392,"s"
311,103,344,147,"n"
50,171,115,287,"J"
131,334,181,393,"e"
91,103,112,146,"r"
148,90,163,145,"f"
47,318,134,391,"W"
384,90,393,145,"l"
379,336,452,393,"w"
