413,298,441,328,"n"
382,299,410,328,"n"
467,241,493,271,"s"
331,184,356,215,"a"
434,239,453,271,"r"
482,183,507,213,"a"
250,176,281,216,"N"
276,299,303,330,"e"
403,241,431,271,"o"
541,182,566,212,"c"
305,298,323,329,"r"
444,298,470,328,"e"
510,183,538,212,"n"
328,242,352,271,"u"
355,234,372,271,"t"
360,177,386,214,"d"
573,296,603,339,"y"
531,297,559,327,"n"
393,184,431,213,"m"
245,299,274,341,"p"
524,232,553,270,"d"
374,233,399,271,"h"
285,185,315,216,"o"
325,299,349,329,"s"
568,182,596,213,"e"
290,233,324,272,"A"
496,241,522,270,"e"
500,298,528,328,"o"
351,299,380,329,"o"
435,174,447,212,"i"
472,289,486,330,"l"
467,176,481,212,"t"
455,235,466,269,"i"
449,176,464,213,"t"
562,287,571,328,"l"
