491,301,513,373,"i"
255,437,279,466,"e"
263,321,312,390,"g"
194,435,217,464,"e"
171,321,214,367,"u"
125,320,170,387,"g"
40,320,76,364,"a"
519,304,562,371,"d"
81,319,122,365,"n"
1,415,24,455,"b"
218,436,241,465,"e"
77,173,154,265,"e"
208,139,282,266,"J"
58,420,89,460,"G"
440,322,486,371,"u"
217,322,259,369,"a"
242,425,253,465,"l"
377,307,432,370,"G"
298,171,383,270,"a"
566,323,610,372,"e"
313,322,353,369,"e"
115,432,145,472,"y"
25,427,50,468,"y"
90,431,114,460,"u"
1,306,35,364,"L"
495,171,582,269,"a"
398,169,489,268,"V"
177,424,193,464,"t"
2,175,71,265,"V"
151,424,176,462,"S"
590,145,620,166,"M"
