97,335,112,355,"a"
553,250,568,268,"a"
216,336,231,354,"a"
45,248,62,268,"e"
444,207,471,226,"m"
118,206,133,225,"e"
554,198,572,227,"b"
281,326,289,355,"i"
99,249,118,268,"o"
70,247,98,268,"m"
473,207,491,226,"o"
175,248,193,269,"o"
406,248,420,269,"s"
264,207,279,226,"o"
280,249,293,269,"s"
98,198,116,226,"h"
115,333,141,354,"m"
365,249,385,268,"n"
519,241,536,268,"h"
349,250,364,269,"a"
281,206,298,226,"o"
27,327,48,353,"B"
56,198,72,225,"h"
119,248,136,269,"u"
252,328,269,354,"k"
149,242,166,268,"h"
223,206,240,226,"a"
466,240,484,268,"h"
183,205,201,227,"o"
152,334,171,354,"n"
243,249,268,269,"w"
538,249,552,268,"e"
496,246,510,268,"s"
362,205,381,226,"n"
182,327,199,354,"F"
320,249,347,268,"m"
196,241,211,268,"f"
74,206,90,226,"e"
50,334,66,354,"e"
330,206,344,226,"s"
437,248,458,268,"n"
582,246,592,268,"t"
352,202,363,225,"i"
295,250,311,268,"e"
493,206,509,226,"u"
420,207,435,227,"s"
292,333,309,355,"n"
427,245,439,267,"i"
34,197,53,225,"T"
391,197,409,225,"h"
135,207,149,226,"a"
393,243,403,268,"i"
216,249,233,269,"a"
593,203,602,226,"t"
233,335,249,354,"n"
67,334,82,355,"n"
269,248,278,267,"i"
575,207,589,227,"u"
523,199,536,226,"h"
300,198,310,225,"l"
30,243,43,267,"h"
164,204,175,226,"t"
142,331,152,354,"i"
319,199,327,226,"i"
405,200,419,226,"h"
202,334,214,354,"r"
250,200,262,225,"f"
203,198,218,226,"f"
137,244,148,268,"t"
86,332,95,356,"i"
16,241,28,268,"t"
18,196,32,216,"T"
151,206,165,225,"n"
511,199,522,226,"h"
571,247,581,268,"r"
272,326,281,354,"k"
601,241,613,255,"n"
14,325,27,356,"C"
