218,170,231,186,"D"
366,174,374,184,"e"
257,173,266,185,"e"
212,214,229,230,"W"
289,172,299,185,"s"
264,218,273,229,"h"
307,174,316,186,"o"
307,217,317,229,"e"
274,173,284,185,"s"
323,215,335,228,"O"
365,218,373,228,"e"
346,173,355,184,"a"
252,218,261,230,"e"
309,196,318,207,"o"
339,215,348,228,"h"
356,217,364,228,"e"
232,217,242,229,"e"
235,196,246,208,"e"
319,174,327,186,"p"
275,218,284,229,"o"
356,173,365,184,"e"
296,218,306,229,"e"
287,196,297,208,"s"
236,171,246,185,"A"
334,172,343,185,"t"
247,172,256,185,"N"
261,194,270,207,"a"
347,195,356,207,"e"
243,218,251,229,"e"
249,195,258,207,"r"
372,219,380,228,"e"
361,217,369,228,"e"
286,218,296,229,"u"
297,172,306,184,"t"
227,212,241,227,"w"
