456,229,483,271,"S"
215,228,250,269,"O"
339,312,361,341,"T"
444,313,465,342,"T"
522,230,556,270,"O"
246,312,271,341,"G"
313,313,336,342,"S"
406,229,442,270,"D"
370,228,402,270,"R"
53,227,84,267,"R"
485,229,519,270,"H"
303,228,334,269,"Y"
119,227,154,268,"D"
364,313,389,341,"R"
251,229,287,270,"N"
557,229,585,270,"P"
334,230,366,269,"A"
589,229,617,270,"S"
231,311,245,340,"I"
167,228,199,268,"L"
200,311,228,340,"H"
201,228,214,268,"I"
89,228,117,267,"E"
393,312,416,342,"E"
418,312,441,342,"E"
272,312,301,341,"H"
