252,210,279,241,"s"
309,209,339,240,"e"
394,208,421,239,"a"
259,129,282,173,"t"
200,282,228,312,"n"
153,210,180,242,"c"
168,281,195,312,"e"
343,209,364,241,"r"
189,138,220,172,"o"
289,280,318,311,"e"
111,282,132,314,"r"
354,270,385,311,"d"
72,272,106,312,"G"
135,282,163,314,"e"
233,281,259,312,"s"
356,128,378,170,"t"
184,202,213,243,"h"
218,210,246,242,"e"
157,128,186,174,"F"
425,208,454,240,"n"
264,270,286,312,"t"
106,211,134,243,"o"
458,199,489,239,"d"
287,138,319,183,"p"
322,137,352,172,"a"
322,280,350,310,"a"
283,199,305,241,"t"
441,127,471,171,"T"
382,127,414,171,"h"
138,200,149,243,"l"
472,137,502,170,"o"
64,200,101,243,"C"
225,139,255,175,"o"
