364,16,377,63,"i"
312,28,348,74,"y"
379,27,412,62,"n"
424,178,435,194,"g"
241,15,279,63,"P"
438,353,450,369,"T"
280,28,312,63,"a"
361,99,371,111,"a"
603,348,610,357,"e"
479,356,488,366,"e"
248,180,258,192,"e"
354,175,369,191,"C"
397,100,407,112,"e"
284,99,296,112,"o"
439,384,448,395,"C"
442,405,457,420,"C"
255,134,270,150,"M"
283,179,294,191,"e"
387,100,397,111,"e"
345,98,357,111,"a"
339,176,351,191,"k"
371,138,381,149,"e"
393,135,402,150,"t"
273,99,284,111,"o"
220,176,235,192,"C"
314,179,325,191,"D"
604,371,612,382,"e"
494,355,503,365,"a"
390,178,400,190,"e"
343,137,353,149,"e"
246,96,259,112,"A"
304,134,316,149,"s"
359,138,369,149,"r"
511,354,519,363,"e"
260,98,273,111,"A"
355,138,365,149,"n"
296,99,306,111,"u"
562,400,571,411,"e"
373,99,382,111,"n"
414,178,423,192,"n"
565,374,574,385,"a"
307,98,316,111,"n"
503,354,511,364,"n"
259,180,269,193,"g"
525,352,533,363,"a"
326,178,338,191,"O"
465,357,473,367,"e"
564,351,572,361,"a"
332,97,344,111,"a"
319,97,328,111,"t"
582,396,591,409,"a"
547,352,555,361,"e"
531,403,540,413,"e"
585,347,591,358,"i"
451,355,461,367,"T"
299,176,312,191,"B"
469,381,477,392,"h"
383,136,393,149,"n"
271,180,281,192,"e"
488,380,498,391,"n"
334,137,342,149,"i"
447,383,456,394,"C"
537,352,545,362,"l"
402,179,411,191,"n"
468,356,478,366,"e"
291,134,299,150,"i"
236,178,245,192,"i"
541,402,549,412,"e"
500,380,508,390,"n"
585,372,594,384,"d"
484,406,493,417,"e"
457,382,465,394,"a"
442,354,454,368,"T"
279,135,287,150,"i"
322,136,332,149,"t"
497,381,505,391,"a"
551,376,560,386,"s"
556,352,563,361,"r"
596,394,606,408,"a"
548,401,555,411,"e"
