157,279,186,315,"a"
385,285,413,319,"e"
331,283,358,315,"s"
298,282,327,315,"e"
230,278,259,314,"c"
362,276,383,317,"t"
101,269,153,314,"M"
124,324,134,338,"E"
191,278,226,313,"n"
416,286,437,321,"r"
98,323,107,338,"T"
316,328,328,340,"A"
262,272,295,315,"h"
274,256,294,280,"2"
338,257,357,279,"2"
297,256,315,276,"o"
371,329,385,343,"C"
190,325,200,337,"C"
319,256,335,277,"o"
255,326,268,338,"O"
304,328,313,340,"E"
287,327,298,339,"N"
403,331,416,344,"N"
338,328,348,341,"T"
238,325,252,338,"M"
430,333,440,345,"S"
388,330,399,344,"A"
219,325,234,339,"N"
203,325,216,338,"O"
112,323,121,338,"H"
327,328,337,340,"A"
350,328,363,342,"T"
155,324,167,337,"W"
272,326,284,339,"N"
141,324,153,338,"N"
172,324,181,337,"I"
420,332,429,345,"I"
