437,225,456,246,"o"
332,224,349,245,"u"
207,130,228,166,"r"
457,226,474,246,"n"
323,341,338,362,"d"
431,134,463,170,"u"
351,121,391,168,"H"
154,131,183,166,"a"
199,222,218,245,"e"
252,223,273,245,"o"
119,130,152,166,"e"
281,346,295,363,"e"
263,121,298,168,"d"
299,133,332,168,"e"
274,224,302,245,"m"
229,131,258,167,"a"
466,134,496,170,"s"
200,340,216,363,"R"
395,133,429,168,"o"
499,135,529,170,"e"
99,223,116,244,"e"
304,224,331,245,"m"
118,224,134,244,"a"
307,346,320,363,"e"
186,124,205,166,"t"
234,345,248,367,"g"
258,345,270,363,"s"
296,345,306,362,"r"
381,225,398,246,"c"
371,220,379,245,"i"
477,225,492,247,"s"
218,345,233,363,"e"
391,346,406,363,"o"
80,120,116,166,"S"
408,346,421,363,"e"
77,217,98,245,"S"
351,224,370,245,"n"
228,217,252,245,"C"
159,225,177,245,"a"
136,221,148,244,"t"
399,226,414,246,"a"
529,224,544,247,"d"
270,345,281,362,"s"
347,340,365,363,"O"
382,342,390,362,"i"
367,339,380,362,"h"
179,219,197,244,"d"
416,221,428,245,"t"
426,221,435,245,"t"
143,221,155,244,"t"
372,341,384,362,"f"
247,344,257,365,"l"
519,224,528,246,"t"
504,223,515,246,"L"
