370,272,397,313,"e"
400,272,416,313,"r"
299,271,324,313,"a"
540,276,567,316,"o"
327,272,351,314,"s"
80,270,108,313,"r"
570,275,596,314,"n"
144,350,208,411,"u"
488,274,511,315,"a"
209,352,267,412,"s"
263,256,295,312,"E"
138,260,165,314,"t"
409,353,472,411,"m"
81,344,138,408,"B"
28,255,65,311,"F"
353,265,369,314,"t"
599,274,625,311,"a"
107,272,139,314,"s"
419,272,444,314,"n"
457,264,485,314,"N"
538,356,596,410,"s"
490,357,539,410,"e"
523,264,537,317,"t"
627,256,639,308,"l"
511,266,525,316,"t"
296,345,355,413,"T"
65,266,80,313,"I"
194,257,252,324,"D"
364,351,398,412,"u"
467,354,499,410,"r"
516,270,532,317,"l"
