9,97,46,136,"A"
46,93,88,133,"N"
87,94,122,132,"C"
130,96,140,132,"I"
144,97,172,136,"E"
178,96,218,134,"N"
223,92,259,131,"T"
291,100,331,139,"M"
335,100,375,139,"O"
377,99,419,141,"N"
424,102,456,140,"U"
462,103,503,142,"M"
506,105,532,143,"E"
537,104,578,143,"N"
580,102,616,139,"T"
88,186,165,265,"C"
179,183,261,275,"A"
263,192,313,270,"S"
316,179,396,260,"T"
389,198,446,276,"L"
455,192,513,270,"E"
33,292,103,362,"C"
116,302,192,372,"A"
196,297,278,369,"M"
283,293,335,363,"P"
346,301,397,370,"B"
396,301,450,370,"E"
452,307,504,376,"L"
510,305,562,374,"L"
