100,50,135,94,"N"
137,60,170,93,"o"
186,57,216,93,"u"
217,59,248,93,"n"
250,59,278,92,"a"
281,59,309,91,"u"
311,51,330,91,"t"
332,48,360,92,"h"
362,58,394,90,"o"
395,57,416,91,"r"
416,48,430,90,"i"
431,58,459,90,"s"
459,58,488,89,"e"
491,45,522,91,"d"
143,120,173,151,"e"
175,118,204,151,"n"
205,111,224,152,"t"
224,119,244,150,"r"
245,118,274,161,"y"
288,107,302,152,"i"
305,117,334,150,"n"
335,109,354,151,"t"
354,118,385,151,"o"
399,109,419,151,"t"
420,105,449,151,"h"
451,105,465,150,"i"
467,117,495,149,"s"
233,178,263,212,"a"
262,176,282,210,"r"
283,178,312,209,"e"
313,178,342,209,"a"
121,251,155,293,"P"
157,261,186,291,"e"
187,259,206,291,"r"
207,260,250,292,"m"
254,249,266,291,"i"
266,252,287,293,"t"
297,252,317,292,"t"
317,258,348,290,"o"
361,258,402,290,"w"
405,259,435,290,"o"
436,257,456,290,"r"
459,248,486,291,"k"
65,317,90,347,"s"
93,317,122,358,"y"
123,318,150,348,"s"
151,310,168,348,"t"
171,317,196,347,"e"
199,317,245,349,"m"
259,307,271,349,"i"
274,316,304,350,"n"
319,316,351,348,"o"
351,317,382,357,"p"
384,316,412,348,"e"
526,314,556,349,"n"
460,308,479,347,"t"
480,305,493,348,"i"
412,316,434,346,"r"
435,316,460,348,"a"
494,314,525,347,"o"
72,417,95,446,"E"
97,424,113,444,"s"
113,419,126,445,"t"
127,424,144,445,"a"
144,420,157,444,"t"
157,425,175,445,"e"
177,424,193,445,"s"
203,418,231,446,"M"
232,423,250,445,"a"
252,424,272,444,"n"
271,422,291,445,"a"
292,424,312,451,"g"
313,423,332,444,"e"
333,424,361,444,"m"
362,423,381,444,"e"
382,423,402,444,"n"
402,417,416,444,"t"
423,414,445,444,"S"
447,422,464,443,"e"
466,422,484,441,"c"
485,417,495,442,"t"
497,415,505,441,"i"
506,420,525,441,"o"
527,420,546,442,"n"
