34,197,55,227,"T"
55,196,74,228,"h"
75,206,90,225,"e"
99,198,117,228,"h"
118,206,136,226,"e"
136,207,151,227,"a"
151,206,163,226,"r"
163,202,176,227,"t"
183,206,202,228,"o"
202,196,218,228,"f"
224,205,240,228,"a"
249,197,263,227,"f"
262,206,280,228,"o"
281,206,298,226,"o"
300,198,310,228,"l"
318,197,327,226,"i"
330,206,344,227,"s"
353,196,362,226,"i"
364,206,381,227,"n"
390,197,409,227,"h"
410,198,420,227,"i"
421,206,436,227,"s"
444,206,473,227,"m"
474,205,492,227,"o"
492,205,510,227,"u"
510,201,521,227,"t"
521,197,538,228,"h"
554,198,574,227,"b"
574,208,591,228,"u"
591,202,604,227,"t"
17,244,27,269,"t"
27,238,45,270,"h"
46,248,62,269,"e"
71,248,99,269,"m"
98,248,118,269,"o"
118,248,136,269,"u"
137,244,147,269,"t"
148,240,165,270,"h"
176,248,195,269,"o"
196,240,212,269,"f"
216,249,234,270,"a"
242,248,268,268,"w"
270,239,280,269,"i"
280,248,294,270,"s"
295,248,311,269,"e"
320,248,349,270,"m"
349,248,366,269,"a"
367,248,385,270,"n"
394,239,404,270,"i"
404,249,419,269,"s"
428,240,439,269,"i"
439,249,457,269,"n"
465,240,486,270,"h"
519,239,538,271,"h"
497,248,512,270,"s"
537,249,555,269,"e"
486,238,496,270,"i"
554,248,569,270,"a"
570,248,582,270,"r"
581,245,592,269,"t"
26,323,49,354,"B"
50,334,67,355,"e"
67,333,84,354,"n"
85,325,95,363,"j"
96,333,112,354,"a"
113,334,142,355,"m"
144,325,152,354,"i"
153,335,172,355,"n"
181,326,202,356,"F"
203,334,216,356,"r"
216,335,232,356,"a"
232,335,250,355,"n"
251,327,269,355,"k"
270,326,280,355,"l"
280,325,290,355,"i"
290,335,311,355,"n"
