135,144,193,195,"D"
195,145,255,197,"A"
255,147,315,199,"N"
314,147,380,199,"G"
377,147,435,199,"E"
434,145,494,199,"R"
60,211,92,255,"C"
95,210,121,255,"O"
126,209,161,256,"N"
163,211,189,255,"S"
193,210,223,256,"T"
222,211,254,258,"R"
255,211,293,256,"U"
292,211,324,258,"C"
324,210,358,258,"T"
356,210,371,258,"I"
373,211,405,258,"O"
405,210,443,258,"N"
463,210,495,258,"S"
494,211,514,258,"I"
514,211,542,259,"T"
543,213,573,259,"E"
112,273,135,316,"R"
138,272,150,317,"i"
150,272,170,316,"s"
170,272,193,316,"k"
208,272,228,316,"o"
230,273,246,318,"f"
263,274,285,318,"S"
286,282,306,318,"e"
307,283,325,318,"r"
324,273,338,319,"i"
338,274,358,317,"o"
360,276,380,318,"u"
381,274,403,317,"s"
415,273,429,318,"I"
433,280,450,318,"n"
453,274,463,321,"j"
465,285,481,316,"u"
486,283,502,318,"r"
503,280,527,325,"y"
146,329,193,376,"K"
195,331,237,376,"E"
238,333,281,378,"E"
280,331,323,378,"P"
352,332,399,376,"O"
401,332,445,376,"U"
444,329,488,376,"T"
61,386,78,412,"A"
83,385,103,415,"N"
104,387,127,413,"D"
140,388,160,415,"K"
161,389,178,415,"E"
180,389,200,415,"E"
200,385,223,416,"P"
231,385,253,416,"Y"
253,388,273,417,"O"
273,390,295,418,"U"
295,389,317,415,"R"
330,387,345,414,"C"
351,389,373,415,"H"
372,386,384,415,"I"
384,387,400,415,"L"
401,388,423,415,"D"
422,388,442,415,"R"
442,386,462,415,"E"
463,387,487,417,"N"
495,386,517,416,"O"
517,386,539,415,"U"
538,384,556,415,"T"
