237,64,256,92,"T"
256,70,273,91,"o"
275,70,300,91,"w"
301,70,321,91,"n"
332,66,357,91,"C"
359,69,380,91,"e"
378,73,396,91,"n"
396,66,411,91,"t"
411,70,424,91,"r"
426,71,446,91,"e"
48,145,71,171,"C"
73,144,80,170,"l"
86,154,102,171,"a"
103,152,123,171,"c"
124,146,138,169,"t"
138,147,158,171,"o"
161,151,179,169,"n"
224,142,238,169,"1"
239,144,261,169,"3"
263,144,283,169,"3"
404,214,424,242,"L"
424,222,444,243,"o"
445,222,467,244,"n"
468,218,486,241,"d"
488,222,508,243,"o"
508,222,531,243,"n"
404,250,432,278,"C"
433,252,454,278,"h"
453,258,475,277,"e"
474,252,486,277,"l"
487,256,517,277,"m"
520,258,536,277,"s"
538,248,550,273,"f"
554,256,570,275,"o"
572,254,588,277,"r"
589,251,611,277,"d"
39,217,45,240,"I"
48,222,66,243,"p"
70,224,86,242,"s"
89,223,116,243,"w"
118,215,127,241,"i"
127,225,143,241,"c"
148,217,164,241,"h"
35,253,60,280,"G"
62,252,78,278,"t"
99,250,120,280,"Y"
121,258,138,277,"a"
140,258,155,278,"r"
156,256,186,280,"m"
186,253,206,280,"o"
208,256,228,280,"u"
229,252,243,280,"t"
245,252,267,279,"h"
25,335,50,362,"H"
55,342,73,363,"a"
75,340,92,361,"r"
91,340,121,364,"w"
124,335,132,361,"i"
133,340,153,363,"c"
155,334,176,364,"h"
190,145,212,169,"A"
47,384,73,414,"A"
80,384,92,412,"1"
94,385,117,414,"2"
118,382,142,415,"0"
50,293,78,320,"A"
84,290,96,319,"1"
97,292,115,318,"2"
426,294,449,319,"A"
461,291,470,316,"1"
475,292,493,318,"2"
80,103,90,117,"L"
91,104,99,116,"e"
100,105,104,117,"i"
105,103,112,116,"s"
113,104,121,116,"u"
122,105,128,115,"r"
128,105,137,116,"e"
146,102,161,115,"W"
162,104,171,115,"o"
172,104,178,115,"r"
178,102,183,116,"l"
185,102,194,116,"d"
81,121,91,135,"R"
91,121,100,135,"o"
101,122,105,134,"l"
107,122,111,134,"l"
112,122,121,135,"e"
122,123,128,134,"r"
129,123,142,134,"w"
143,122,151,134,"o"
152,122,159,134,"r"
160,123,164,134,"l"
165,120,174,133,"d"
