72,191,81,209,"s"
82,193,89,209,"t"
89,195,101,209,"u"
101,193,115,209,"d"
114,193,126,208,"e"
127,194,138,208,"n"
139,192,148,209,"t"
151,190,166,211,"A"
167,196,179,209,"c"
179,196,189,209,"c"
190,195,202,209,"o"
203,196,215,210,"u"
216,196,228,210,"n"
228,193,236,210,"t"
236,195,249,210,"s"
95,267,138,306,"D"
140,274,168,307,"o"
178,277,212,319,"y"
212,277,241,308,"o"
242,279,272,309,"u"
284,268,319,309,"k"
319,279,350,310,"n"
351,280,380,310,"o"
380,281,422,311,"w"
432,278,463,308,"a"
464,280,492,308,"n"
495,281,522,321,"y"
524,278,550,311,"o"
553,279,581,310,"n"
582,279,611,310,"e"
108,358,133,388,"s"
132,355,151,388,"t"
151,359,179,388,"a"
179,359,199,386,"r"
201,350,220,389,"t"
221,351,234,388,"i"
235,358,266,389,"n"
266,362,292,401,"g"
301,360,332,389,"u"
334,362,360,389,"n"
362,352,378,391,"i"
379,361,402,390,"v"
401,361,428,392,"e"
427,363,450,390,"r"
448,361,471,389,"s"
472,353,485,391,"i"
489,356,504,390,"t"
507,361,535,402,"y"
119,428,141,459,"t"
137,422,163,458,"h"
163,424,178,459,"i"
180,431,202,461,"s"
211,435,241,468,"y"
241,435,264,458,"e"
268,434,293,459,"a"
295,434,312,458,"r"
