157,139,182,177,"P"
186,142,215,178,"R"
219,141,253,176,"O"
257,139,282,177,"F"
284,140,308,178,"E"
310,140,334,177,"S"
336,141,359,175,"S"
363,140,374,176,"I"
379,140,416,177,"O"
420,139,452,176,"N"
454,142,481,175,"A"
482,143,510,176,"L"
16,219,85,325,"J"
85,240,147,300,"a"
150,232,215,310,"v"
217,237,288,307,"a"
317,214,378,303,"S"
383,214,469,294,"O"
473,219,551,297,"A"
547,209,624,302,"P"
242,418,264,445,"H"
266,424,283,443,"e"
283,423,299,443,"n"
300,423,312,443,"r"
310,420,329,449,"y"
337,414,354,441,"B"
355,421,372,442,"e"
374,420,390,449,"q"
391,422,407,440,"u"
409,420,424,440,"e"
425,416,436,439,"t"
30,439,48,450,"w"
49,440,58,450,"r"
58,440,71,451,"o"
71,439,80,451,"x"
