32,56,144,187,"A"
145,62,263,190,"R"
265,61,375,187,"E"
379,58,485,189,"N"
493,58,595,184,"A"
56,214,107,271,"C"
113,214,167,271,"O"
170,207,215,279,"L"
215,214,267,273,"C"
275,216,321,277,"H"
326,213,375,276,"E"
380,214,428,272,"S"
429,207,476,274,"T"
475,214,520,269,"E"
527,212,577,272,"R"
60,334,86,370,"A"
88,331,109,368,"T"
117,326,138,364,"T"
138,329,161,366,"H"
159,328,183,363,"E"
195,319,219,362,"H"
220,321,240,361,"E"
241,324,262,358,"A"
264,319,288,357,"R"
287,313,311,355,"T"
324,315,348,351,"O"
350,310,372,349,"F"
386,303,406,347,"T"
406,306,429,342,"H"
428,303,454,339,"E"
467,294,488,337,"T"
486,296,510,333,"O"
511,293,541,329,"W"
542,291,565,327,"N"
