1,140,27,180,"A"
30,143,56,181,"R"
55,139,80,180,"E"
86,141,110,180,"N"
114,138,142,179,"A"
159,134,187,180,"L"
191,134,216,178,"E"
220,135,231,178,"I"
236,132,261,178,"S"
265,134,291,178,"U"
296,133,324,178,"R"
326,131,356,179,"E"
382,138,403,174,"S"
409,138,431,174,"E"
443,135,467,171,"R"
474,135,499,171,"V"
510,136,514,173,"I"
522,136,545,173,"C"
551,137,573,173,"E"
586,137,607,173,"S"
196,211,225,256,"L"
228,209,240,255,"I"
244,209,278,254,"M"
283,207,295,255,"I"
296,204,325,255,"T"
329,204,354,258,"E"
355,208,386,254,"D"
120,286,146,331,"R"
147,292,167,332,"e"
168,291,189,337,"g"
190,286,203,333,"i"
202,297,219,330,"s"
221,292,237,331,"t"
241,302,257,332,"e"
259,299,276,332,"r"
280,302,298,332,"e"
301,287,319,333,"d"
340,291,368,333,"O"
374,289,394,333,"f"
396,289,416,334,"f"
418,287,428,334,"i"
431,304,448,333,"c"
452,303,470,333,"e"
