93,182,127,220,"D"
141,180,181,220,"O"
188,185,215,224,"L"
225,184,252,224,"L"
267,183,302,223,"A"
307,181,342,220,"R"
386,180,422,220,"G"
430,183,456,223,"L"
468,179,492,218,"E"
506,177,548,217,"N"
271,253,297,282,"A"
306,249,334,279,"N"
344,252,372,280,"D"
61,309,94,345,"C"
102,312,134,350,"A"
137,309,159,345,"S"
167,305,203,342,"T"
203,313,230,351,"L"
239,311,265,349,"E"
301,312,336,348,"C"
346,314,380,351,"A"
385,310,424,348,"M"
429,306,453,343,"P"
464,310,488,346,"B"
493,309,516,345,"E"
521,311,547,348,"L"
552,309,578,346,"L"
