411,189,495,298,"6"
368,139,383,155,"U"
383,143,393,155,"n"
393,140,398,154,"i"
399,143,408,154,"v"
409,145,418,155,"e"
418,143,426,154,"r"
426,143,435,155,"s"
435,139,441,155,"i"
441,139,449,156,"t"
450,143,460,158,"y"
464,144,474,155,"o"
475,138,483,155,"f"
487,140,496,155,"E"
497,143,506,155,"s"
506,144,517,155,"s"
517,142,525,155,"e"
527,142,537,155,"x"
369,160,383,175,"G"
382,163,393,175,"a"
393,161,403,175,"s"
407,158,421,175,"s"
421,160,430,174,"t"
430,162,440,174,"a"
440,160,448,174,"t"
448,159,453,174,"i"
453,163,462,174,"o"
462,163,474,175,"n"
480,158,496,175,"N"
495,162,506,174,"o"
