241,16,279,64,"P"
283,26,314,64,"a"
315,29,348,74,"y"
363,16,379,64,"i"
380,29,413,63,"n"
245,95,260,113,"A"
261,98,272,112,"c"
272,98,284,112,"c"
284,99,296,112,"o"
297,98,307,112,"u"
309,100,319,111,"n"
319,97,328,111,"t"
333,96,345,112,"B"
346,99,357,112,"a"
357,96,363,112,"l"
363,99,372,111,"a"
374,97,384,112,"n"
385,99,397,112,"c"
397,99,408,113,"e"
255,133,274,149,"M"
274,133,280,150,"i"
280,136,291,149,"n"
291,133,297,151,"i"
304,133,317,150,"S"
316,134,324,151,"t"
324,137,335,151,"a"
335,134,343,151,"t"
342,138,354,151,"e"
354,137,371,150,"m"
371,138,382,149,"e"
383,136,394,149,"n"
394,133,402,150,"t"
220,175,235,193,"C"
236,176,247,193,"h"
248,178,259,193,"e"
260,178,272,196,"q"
271,179,283,192,"u"
283,178,296,193,"e"
300,174,314,192,"B"
315,177,325,192,"o"
327,177,337,192,"o"
339,175,350,191,"k"
355,174,370,192,"O"
370,178,378,192,"r"
378,173,390,191,"d"
390,176,401,191,"e"
401,177,408,190,"r"
407,171,413,190,"i"
414,176,424,191,"n"
424,176,436,195,"g"
437,353,451,369,"T"
451,352,462,369,"h"
463,356,472,368,"e"
472,356,480,367,"r"
480,355,489,366,"e"
494,354,503,366,"a"
504,354,511,365,"r"
511,353,520,364,"e"
525,352,535,363,"a"
534,347,541,363,"l"
540,348,546,363,"t"
546,349,555,362,"e"
555,349,562,361,"r"
563,349,572,361,"n"
573,348,581,360,"a"
581,346,588,360,"t"
587,343,593,360,"i"
593,347,602,358,"v"
602,347,611,358,"e"
440,383,450,394,"c"
450,382,458,394,"a"
458,381,466,393,"s"
466,376,477,393,"h"
483,380,498,390,"m"
500,380,508,390,"a"
509,378,518,390,"c"
518,373,528,389,"h"
528,372,534,388,"i"
534,377,544,387,"n"
545,376,553,386,"e"
554,376,561,387,"s"
566,374,575,386,"a"
575,373,582,385,"t"
586,372,594,384,"t"
592,367,604,384,"h"
604,372,613,382,"e"
442,404,458,419,"C"
458,408,469,420,"u"
468,402,475,419,"l"
476,406,485,417,"v"
485,407,494,417,"e"
495,406,504,417,"r"
507,399,518,416,"S"
518,401,524,414,"t"
524,402,532,414,"r"
532,402,541,414,"e"
541,401,549,412,"e"
549,399,557,411,"t"
562,399,571,412,"e"
571,399,582,410,"n"
583,392,592,408,"d"
598,395,608,407,"o"
609,390,618,407,"f"
