27,251,66,313,"F"
64,271,81,313,"I"
84,271,108,314,"r"
108,271,138,315,"s"
141,261,166,315,"t"
264,254,298,312,"E"
300,271,327,314,"a"
327,273,352,314,"s"
351,262,368,315,"t"
371,271,398,314,"e"
398,267,417,313,"r"
419,273,444,316,"n"
459,262,487,316,"n"
488,277,513,317,"a"
513,269,528,316,"t"
527,265,539,316,"i"
542,276,567,315,"o"
572,275,597,315,"n"
598,274,628,313,"a"
626,259,640,311,"l"
78,334,142,408,"B"
150,353,208,411,"u"
212,353,270,411,"s"
302,336,365,414,"T"
365,335,394,411,"i"
401,354,481,411,"m"
484,353,538,409,"e"
541,355,595,409,"s"
