67,176,105,218,"H"
110,188,140,220,"e"
147,189,177,220,"a"
182,179,195,221,"l"
201,180,222,222,"t"
228,180,255,222,"h"
283,180,321,222,"C"
329,190,357,222,"e"
365,191,392,221,"n"
398,183,420,224,"t"
424,192,442,221,"r"
450,192,478,223,"e"
64,249,104,295,"G"
108,258,128,290,"r"
135,260,164,293,"e"
170,262,200,295,"e"
208,261,236,293,"n"
240,263,288,294,"w"
291,264,321,294,"o"
327,264,357,294,"o"
366,254,397,298,"d"
422,252,458,294,"H"
464,264,493,295,"o"
499,266,527,297,"u"
532,264,558,296,"s"
564,263,591,295,"e"
